,doc_id,text,country,year,coding,difficult
TKM_64_2009.txt.70,TKM_64_2009.txt.70,The serious effects of the global financial and  economic crisis have once again clearly demonstrated  the need to join efforts in developing an international  security architecture and establishing the conditions for  equal and fair relations between States and peoples on  the basis of recognized international legal norms and  the timeless ideals of the United Nations.,TKM,2009,security,1
TKM_64_2009.txt.71,TKM_64_2009.txt.71,"Turkmenistan believes that responsibility,  morality and humanism will be the criteria by which  present and future generations will assess our work.",TKM,2009,human,1
TKM_64_2009.txt.72,TKM_64_2009.txt.72,"As  a State and as a member of the world community we      35 09-52179    will further contribute to strengthening lofty principles  in international affairs while consistently implementing  our philosophy of Turkmen neutrality, a fundamental  part of which includes our strategic cooperation with  the United Nations.",TKM,2009,security,1
PLW_65_2010.txt.1,PLW_65_2010.txt.1,"Last September, I had the  privilege of addressing this Assembly for the first time  as Palau's Head of State (see A/64/PV.7).",PLW,2010,greeting,0
PLW_65_2010.txt.2,PLW_65_2010.txt.2,It is an  honour for me to do so once again this year.,PLW,2010,greeting,0
PLW_65_2010.txt.3,PLW_65_2010.txt.3,Palau's national story is one of achievement and  success.,PLW,2010,greeting,1
PLW_65_2010.txt.4,PLW_65_2010.txt.4,Palau was the last country to emerge from  United Nations trusteeship.,PLW,2010,greeting,0
PLW_65_2010.txt.5,PLW_65_2010.txt.5,The Constitution of our  new country incorporated the rights and freedoms  enshrined in the Universal Declaration of Human  Rights and is a testament to the efficacy of the United  Nations.,PLW,2010,human,0
PLW_65_2010.txt.6,PLW_65_2010.txt.6,"The United Nations also helped us form a  strong partnership with the United States of America,  our former Administering Authority.",PLW,2010,un,1
PLW_65_2010.txt.7,PLW_65_2010.txt.7,"This partnership  was renewed on 3 September when the United States  and Palau entered into a new agreement that will assist  Palau in its efforts to achieve economic self- sufficiency, and for this we express our profound  gratitude to the United States of America.",PLW,2010,development,0
PLW_65_2010.txt.8,PLW_65_2010.txt.8,"Palau is also proud of our role in the international  community, joining international conventions and  meeting our international obligations.",PLW,2010,development,1
PLW_65_2010.txt.9,PLW_65_2010.txt.9,Our officers are  helping to maintain peace in fragile States.,PLW,2010,security,0
PLW_65_2010.txt.10,PLW_65_2010.txt.10,"We have  deployed peacekeepers to Darfur, Timor-Leste and  Solomon Islands.",PLW,2010,security,0
PLW_65_2010.txt.11,PLW_65_2010.txt.11,"For Palau, environmental sustainability is not a  recent construct.",PLW,2010,development,0
PLW_65_2010.txt.12,PLW_65_2010.txt.12,Respect for the environment and its  preservation is Palau's most deeply ingrained tradition  and is at the heart of our culture.,PLW,2010,development,1
PLW_65_2010.txt.13,PLW_65_2010.txt.13,Palauans have always  known that caring for the long-term health of the  environment is the foundation of our progress and  survival.,PLW,2010,development,0
PLW_65_2010.txt.14,PLW_65_2010.txt.14,"With our traditions as our bedrock, I am pleased  to say that Palau has virtually achieved our Millennium  Development Goal (MDG) targets, according to the  United Nations-sanctioned report.",PLW,2010,development,0
PLW_65_2010.txt.15,PLW_65_2010.txt.15,"Palau has succeeded  in achieving universal literacy, gender equality,  maternal health and access to education.",PLW,2010,development,0
PLW_65_2010.txt.16,PLW_65_2010.txt.16,We have  eliminated poverty and hunger and reduced child  mortality to a degree comparable to even the most  advanced developed countries.,PLW,2010,development,0
PLW_65_2010.txt.17,PLW_65_2010.txt.17,"We thank, among  others, our closest friends and allies: first the United  States, then Japan and the Republic of China on Taiwan  for helping us reach this point.",PLW,2010,development,1
PLW_65_2010.txt.18,PLW_65_2010.txt.18,"We consider the MDGs to be a minimum, and we  will continue to strive for higher goals, including the  goal of combating the ever-increasing spread of non- communicable diseases such as diabetes, cancer, heart  disease and obesity, which the Pacific Islands Health  Officers Association has declared a regional epidemic  in the Pacific.",PLW,2010,development,0
PLW_65_2010.txt.19,PLW_65_2010.txt.19,"We are a small country, but blessed in many  ways.",PLW,2010,development,1
PLW_65_2010.txt.20,PLW_65_2010.txt.20,I reiterate that we have risen to achieve the  MDGs by caring for our God-given resources.,PLW,2010,development,0
PLW_65_2010.txt.21,PLW_65_2010.txt.21,We have  put in place a system domestically to conserve and  preserve our terrestrial and marine biodiversity.,PLW,2010,development,1
PLW_65_2010.txt.22,PLW_65_2010.txt.22,We  have also joined with our Pacific neighbours to address  the health of our oceans together through the Pacific  Oceanscape programme.,PLW,2010,development,1
PLW_65_2010.txt.23,PLW_65_2010.txt.23,"19 10-54959     Palau, and indeed the entire world, is connected  by a web of life that is in peril.",PLW,2010,security,0
PLW_65_2010.txt.24,PLW_65_2010.txt.24,"For too long, we have  focused our attention primarily on commercial  interests.",PLW,2010,development,0
PLW_65_2010.txt.25,PLW_65_2010.txt.25,We have abused nature and must change our  thinking.,PLW,2010,development,1
PLW_65_2010.txt.26,PLW_65_2010.txt.26,We must reorient our priorities to put  biodiversity and the welfare of our ecosystems first.,PLW,2010,development,0
PLW_65_2010.txt.27,PLW_65_2010.txt.27,"In  so doing, we can serve both our long-term commercial  interests and protect the natural bounty that sustains us.",PLW,2010,development,0
PLW_65_2010.txt.28,PLW_65_2010.txt.28,One issue that symbolizes the threat to our  biodiversity succinctly is the fight to conserve our  oceans.,PLW,2010,development,0
PLW_65_2010.txt.29,PLW_65_2010.txt.29,"Last year, I declared the world's first shark  sanctuary from this podium.",PLW,2010,development,0
PLW_65_2010.txt.30,PLW_65_2010.txt.30,It was a good first step.,PLW,2010,development,1
PLW_65_2010.txt.31,PLW_65_2010.txt.31,"I  also advocated for an end to unsustainable, cruel and  wasteful shark finning on the high seas at the resumed  Review Conference on the United Nations Fish Stocks  Agreement.",PLW,2010,development,0
PLW_65_2010.txt.32,PLW_65_2010.txt.32,We cannot accept the loss of 73 million  sharks a year for a pot of soup.,PLW,2010,development,0
PLW_65_2010.txt.33,PLW_65_2010.txt.33,"Palau is doing all it can, but this work cannot stop  at the boundary of any one country.",PLW,2010,development,1
PLW_65_2010.txt.34,PLW_65_2010.txt.34,We are all  connected.,PLW,2010,development,1
PLW_65_2010.txt.35,PLW_65_2010.txt.35,This is why I am proud that President Lobo  Sosa of Honduras and I signed this week a joint  declaration calling on all other nations to stop  unsustainable shark fishing.,PLW,2010,development,1
PLW_65_2010.txt.36,PLW_65_2010.txt.36,"Moreover, according to scientific studies, such as  that entitled ""Patterns and ecosystem consequences of  shark declines in the ocean"", the health of sharks is  linked directly to the health of tuna.",PLW,2010,development,0
PLW_65_2010.txt.37,PLW_65_2010.txt.37,"Palau and other  countries rely on tuna as their principal fisheries  resource, and the world community relies on it as an  important food source.",PLW,2010,development,0
PLW_65_2010.txt.38,PLW_65_2010.txt.38,We must work together to  ensure the continued viability of this important stock.,PLW,2010,development,1
PLW_65_2010.txt.39,PLW_65_2010.txt.39,"This past year, I hosted a summit of the parties to the  Nauru Agreement to take steps to ensure that tuna  remains plentiful.",PLW,2010,development,1
PLW_65_2010.txt.40,PLW_65_2010.txt.40,"Along with other leaders of countries  parties to the Naura Agreement, we limited purse seine  fishing, agreed to close the doughnut holes between  our jurisdictions, and implemented a vessel day  scheme.",PLW,2010,development,1
PLW_65_2010.txt.41,PLW_65_2010.txt.41,These are steps which we believe are vital to  ensuring the continued viability of our stocks.,PLW,2010,development,1
PLW_65_2010.txt.42,PLW_65_2010.txt.42,"When Palau and other Pacific small island  developing States (SIDs) joined together at the sixty- third session of the General Assembly to initiate  resolution 63/281, ""Climate change and its possible  security implications"", we did so recognizing that not  only is climate change a development issue, but has  now risen to the level of a security issue.",PLW,2010,development,0
PLW_65_2010.txt.43,PLW_65_2010.txt.43,The  successful adoption of resolution 63/281 by consensus  was a landmark occasion for Pacific SIDs and a step  forward for the international community.,PLW,2010,development,0
PLW_65_2010.txt.44,PLW_65_2010.txt.44,The  accelerating conflict and dislocation caused by climate  events warrant an urgent response from the Security  Council.,PLW,2010,development,1
PLW_65_2010.txt.45,PLW_65_2010.txt.45,We repeat our call for Security Council action  on this resolution.,PLW,2010,un,0
PLW_65_2010.txt.46,PLW_65_2010.txt.46,"After personally visiting the Pacific islands  earlier this year, His Highness Sheikh Abdullah Bin  Zayed Al Nahyan, Foreign Minister of the United Arab  Emirates, convened an historic summit between the  Arab League and the Pacific SIDs.",PLW,2010,development,1
PLW_65_2010.txt.47,PLW_65_2010.txt.47,The summit was a  success.,PLW,2010,development,1
PLW_65_2010.txt.48,PLW_65_2010.txt.48,"Our two regions, which had never before  engaged bilaterally, found a new understanding of  shared goals, culture and traditions.",PLW,2010,development,1
PLW_65_2010.txt.49,PLW_65_2010.txt.49,"Palau is grateful to  the League of Arab States for being the first regional  group to recognize the potential of the Pacific SIDs as  a strong, viable and cohesive unit.",PLW,2010,development,0
PLW_65_2010.txt.50,PLW_65_2010.txt.50,We are hopeful that this is the year when we will  make substantive progress on Security Council reform.,PLW,2010,un,0
PLW_65_2010.txt.51,PLW_65_2010.txt.51,Our position on the issue has been stated clearly and  continually in the negotiation room.,PLW,2010,un,1
PLW_65_2010.txt.52,PLW_65_2010.txt.52,"If we as an  organization are to maintain our relevance, we must  reform the Council so that its membership reflects the  ever-evolving membership of the General Assembly.",PLW,2010,un,0
PLW_65_2010.txt.53,PLW_65_2010.txt.53,"Palau strongly supports expanding Security Council  membership, particularly by adding Japan as a  permanent member.",PLW,2010,un,0
PLW_65_2010.txt.54,PLW_65_2010.txt.54,"On the issue of security, Palau is hopeful that the  return of Israelis and Palestinians this month to the  negotiating table will bear fruit.",PLW,2010,security,0
PLW_65_2010.txt.55,PLW_65_2010.txt.55,The crucible of the  world's Abrahamic faiths should not be the land of so  much turmoil.,PLW,2010,security,1
PLW_65_2010.txt.56,PLW_65_2010.txt.56,The resolution of this intractable  problem is of the utmost importance so that the region  and its reality may reflect its historic message of peace  on Earth.,PLW,2010,security,0
PLW_65_2010.txt.57,PLW_65_2010.txt.57,"Palau can only add its voice to the chorus of  support for a just, comprehensive and regional solution  in accordance with the Road Map, the Arab Peace  Initiative and the relevant Security Council resolutions.",PLW,2010,security,0
PLW_65_2010.txt.58,PLW_65_2010.txt.58,We welcome the opportunity to actively support the  process in the General Assembly this fall.,PLW,2010,un,0
PLW_65_2010.txt.59,PLW_65_2010.txt.59,"Indeed,  world peace hinges on peace in the Middle East.",PLW,2010,security,0
PLW_65_2010.txt.60,PLW_65_2010.txt.60,Palau also supports the efforts of the international  community on disarmament and the prevention of the  proliferation of nuclear weapons.,PLW,2010,security,0
PLW_65_2010.txt.61,PLW_65_2010.txt.61,"Palau's was the  world's first nuclear-free Constitution, and so the  elimination of nuclear weapons is of special concern to  us.",PLW,2010,security,0
PLW_65_2010.txt.62,PLW_65_2010.txt.62,"Having experienced the horror and devastation of  war, we and our neighbours long for the day when the  entire world is free of nuclear weapons.",PLW,2010,security,0
PLW_65_2010.txt.63,PLW_65_2010.txt.63,We therefore       10-54959 20    welcome all efforts to add the Middle East to the list of  nuclear-weapon-free zones.,PLW,2010,security,0
PLW_65_2010.txt.64,PLW_65_2010.txt.64,The SARS pandemic shone a bright light on the  gaps in our collective ability to prevent the spread of  diseases internationally.,PLW,2010,security,1
PLW_65_2010.txt.65,PLW_65_2010.txt.65,"With the participation of  Taiwan, we can now help to fill those gaps.",PLW,2010,security,1
PLW_65_2010.txt.66,PLW_65_2010.txt.66,We  congratulate the world community on making itself  healthier by granting Taiwan observer status at the  World Health Assembly.,PLW,2010,security,1
PLW_65_2010.txt.67,PLW_65_2010.txt.67,"Given the importance of a  universal approach to global problems, Palau advocates  for Taiwan's inclusion in the activities of the  International Civil Aviation Organization and the  United Nations Framework Convention on Climate  Change.",PLW,2010,development,1
PLW_65_2010.txt.68,PLW_65_2010.txt.68,"The world needs its input to ensure civil  aviation safety and security, and to effectively tackle  climate change for the benefit of all.",PLW,2010,development,1
PLW_65_2010.txt.69,PLW_65_2010.txt.69,"When I began my address, I related the success  story that was Palau's emergence from trusteeship.",PLW,2010,development,1
PLW_65_2010.txt.70,PLW_65_2010.txt.70,"As I  wind down my remarks, I will speak candidly about  our challenges.",PLW,2010,development,1
PLW_65_2010.txt.71,PLW_65_2010.txt.71,"Today, Palau still feels the pain from  the wounds inflicted during our colonial days.",PLW,2010,security,1
PLW_65_2010.txt.72,PLW_65_2010.txt.72,Damage  was done to our islands.,PLW,2010,security,1
PLW_65_2010.txt.73,PLW_65_2010.txt.73,"One, for example, was  stripped of much of its resources, making it difficult  for those who live there to sustain the livelihood they  once enjoyed.",PLW,2010,security,1
PLW_65_2010.txt.74,PLW_65_2010.txt.74,This happened to our once phosphate- rich island of Angaur.,PLW,2010,security,1
PLW_65_2010.txt.75,PLW_65_2010.txt.75,"We call on the international  community for appropriate relief for this historic and  lasting injury - a relief that will heal the gaping  wounds on our island, ease our pain and bring justice  to our people.",PLW,2010,security,1
PLW_65_2010.txt.76,PLW_65_2010.txt.76,"In addition, as a result of the fierce battles fought  over our islands during the Second World War,  explosives were rained down on our land.",PLW,2010,security,0
PLW_65_2010.txt.77,PLW_65_2010.txt.77,"Some of  those explosives still lie there, live, and pose an  extreme danger to the lives and limbs of our people.",PLW,2010,security,0
PLW_65_2010.txt.78,PLW_65_2010.txt.78,"We appeal to the conscience of the world, especially  those responsible, to remove this danger from our  midst.",PLW,2010,security,0
PLW_65_2010.txt.79,PLW_65_2010.txt.79,"As a developing nation, Palau is thankful for the  grants provided to us by our allies, friends and  partners.",PLW,2010,development,0
PLW_65_2010.txt.80,PLW_65_2010.txt.80,They have been invaluable.,PLW,2010,development,1
PLW_65_2010.txt.81,PLW_65_2010.txt.81,But our  developing economy faces a crisis that grants alone  cannot address.,PLW,2010,development,0
PLW_65_2010.txt.82,PLW_65_2010.txt.82,"Without a strong local economy based  on private enterprise and the free market, our young  people will continue to leave our shores to pursue  better employment abroad.",PLW,2010,development,0
PLW_65_2010.txt.83,PLW_65_2010.txt.83,We need more than just  humanitarian grants; we need private investment to  spur and sustain our economic development.,PLW,2010,development,0
PLW_65_2010.txt.84,PLW_65_2010.txt.84,"I therefore  invite investors and entrepreneurs from all over the  world to come to Palau to invest and establish  partnerships with our talented people, so that we can  create a vibrant economy for now and for our future.",PLW,2010,development,0
CHN_66_2011.txt.1,CHN_66_2011.txt.1,I  wish to begin by congratulating Mr. Nassir Abdulaziz  Al-Nasser on having assumed the presidency of the  General Assembly at its current session.,CHN,2011,greeting,0
CHN_66_2011.txt.2,CHN_66_2011.txt.2,"I am confident  that, with his outstanding ability and great experience,  he will fulfil his lofty mission.",CHN,2011,greeting,0
CHN_66_2011.txt.3,CHN_66_2011.txt.3,I also wish to thank  Mr. Deiss for his contribution as President at the  previous session.,CHN,2011,greeting,0
CHN_66_2011.txt.4,CHN_66_2011.txt.4,I further wish to take this opportunity  to warmly congratulate the Republic of South Sudan on  becoming the 193rd member of the United Nations  family.,CHN,2011,greeting,0
CHN_66_2011.txt.5,CHN_66_2011.txt.5,The first decade of the twenty-first century is  now behind us.,CHN,2011,greeting,1
CHN_66_2011.txt.6,CHN_66_2011.txt.6,"During that decade, the trend towards a  multipolar world and economic globalization gained  momentum.",CHN,2011,development,0
CHN_66_2011.txt.7,CHN_66_2011.txt.7,Countries became increasingly  interdependent.,CHN,2011,development,1
CHN_66_2011.txt.8,CHN_66_2011.txt.8,Revolutions in science and technology  brought profound transformations to human society.,CHN,2011,development,1
CHN_66_2011.txt.9,CHN_66_2011.txt.9,"However, various traditional and non-traditional  security threats and global challenges were intertwined  with those changes, and the world was far from a  peaceful place.",CHN,2011,security,0
CHN_66_2011.txt.10,CHN_66_2011.txt.10,"As the second decade of the new century begins,  the world has entered an extraordinary historical stage  in its pursuit of peace and development, and continues  to undergo profound and complex changes.",CHN,2011,security,1
CHN_66_2011.txt.11,CHN_66_2011.txt.11,Uncertainty  and instability are increasing despite the generally  peaceful international environment.,CHN,2011,security,0
CHN_66_2011.txt.12,CHN_66_2011.txt.12,"Development is  becoming an increasingly serious issue, and promoting  common development has become a more important  and pressing task than ever before.",CHN,2011,development,0
CHN_66_2011.txt.13,CHN_66_2011.txt.13,Global development is now at a new critical  juncture.,CHN,2011,development,0
CHN_66_2011.txt.14,CHN_66_2011.txt.14,"Global recovery remains fragile, international  financial markets are volatile and the pursuit of  sustainable development faces daunting challenges.",CHN,2011,development,0
CHN_66_2011.txt.15,CHN_66_2011.txt.15,The world economy therefore has to meet the crucial  test of maintaining growth.,CHN,2011,development,0
CHN_66_2011.txt.16,CHN_66_2011.txt.16,Some countries in West  Asia and North Africa are in continual political  turmoil.,CHN,2011,security,0
CHN_66_2011.txt.17,CHN_66_2011.txt.17,Terrorist threats are spreading and global  challenges growing.,CHN,2011,security,0
CHN_66_2011.txt.18,CHN_66_2011.txt.18,The international community faces  a critical test in maintaining stability.,CHN,2011,security,0
CHN_66_2011.txt.19,CHN_66_2011.txt.19,The gap in development between the South and  the North is as wide as ever.,CHN,2011,development,0
CHN_66_2011.txt.20,CHN_66_2011.txt.20,The number of people  living in absolute poverty has increased by 64 million  owing to the international financial crisis.,CHN,2011,development,0
CHN_66_2011.txt.21,CHN_66_2011.txt.21,Nearly  1 billion people suffer from starvation.,CHN,2011,development,0
CHN_66_2011.txt.22,CHN_66_2011.txt.22,Urgent action is  needed to achieve the Millennium Development Goals.,CHN,2011,development,0
CHN_66_2011.txt.23,CHN_66_2011.txt.23,It is imperative to step up international cooperation to  help the least developed countries (LDCs) meet the  basic needs of their people.,CHN,2011,development,0
CHN_66_2011.txt.24,CHN_66_2011.txt.24,"In the face of these  challenges, we share an important mission to achieve  common development, and we also have rare new  opportunities.",CHN,2011,development,0
CHN_66_2011.txt.25,CHN_66_2011.txt.25,Economic globalization has made the interests of  countries more closely interconnected.,CHN,2011,development,0
CHN_66_2011.txt.26,CHN_66_2011.txt.26,Ensuring  security through cooperation and promoting  development through stability has become our shared  desire.,CHN,2011,development,0
CHN_66_2011.txt.27,CHN_66_2011.txt.27,Countries are addressing development  challenges in innovative ways.,CHN,2011,development,0
CHN_66_2011.txt.28,CHN_66_2011.txt.28,"To overcome the crisis,  developed countries have taken steps to improve their  fiscal conditions, adopted stimulus measures and  accelerated economic structural adjustment.",CHN,2011,development,0
CHN_66_2011.txt.29,CHN_66_2011.txt.29,Developing countries as a whole have maintained good  growth momentum.,CHN,2011,development,0
CHN_66_2011.txt.30,CHN_66_2011.txt.30,"In particular, the rapid growth in  some emerging economies has driven the growth of the  world economy.",CHN,2011,development,0
CHN_66_2011.txt.31,CHN_66_2011.txt.31,"Progress has been made in the reform of the  global economic governance structure, and various  regional cooperation mechanisms are expanding.",CHN,2011,development,0
CHN_66_2011.txt.32,CHN_66_2011.txt.32,Efforts to accelerate the development of a green  economy and explore new modes of sustainable growth  have created new momentum and space for common  development.,CHN,2011,development,0
CHN_66_2011.txt.33,CHN_66_2011.txt.33,"Faced with new opportunities and  challenges, we should work as a team to overcome our  difficulties and pursue mutual benefit and common  development.",CHN,2011,development,0
CHN_66_2011.txt.34,CHN_66_2011.txt.34,This is the responsibility and mission  that history bestows upon all of us.,CHN,2011,development,1
CHN_66_2011.txt.35,CHN_66_2011.txt.35,"To fulfil our  mission, we need to take the following steps.",CHN,2011,development,1
CHN_66_2011.txt.36,CHN_66_2011.txt.36,We should foster sound momentum for global  economic recovery.,CHN,2011,development,0
CHN_66_2011.txt.37,CHN_66_2011.txt.37,"The underlying impact of the  international financial crisis has yet to dissipate, and  economic recovery is still fragile and uneven.",CHN,2011,development,0
CHN_66_2011.txt.38,CHN_66_2011.txt.38,"We  should intensify consultation and coordination, and  send a strong message of solidarity and win-win  cooperation so as to strengthen international  confidence in global recovery and growth.",CHN,2011,development,0
CHN_66_2011.txt.39,CHN_66_2011.txt.39,"We should  work for a fair, just, inclusive and orderly international  monetary and financial system, and promote the voice  and representation of emerging markets and developing  countries.",CHN,2011,development,0
CHN_66_2011.txt.40,CHN_66_2011.txt.40,China supports the transition of the Group of  20 (G-20) from a short-term crisis response mechanism  to a long-term mechanism of economic governance.,CHN,2011,development,0
CHN_66_2011.txt.41,CHN_66_2011.txt.41,The G-20 should play a bigger role in global economic  governance and in promoting the full recovery and  growth of the world economy.,CHN,2011,development,0
CHN_66_2011.txt.42,CHN_66_2011.txt.42,11-51384 42     We support the efforts of emerging markets to  explore new modes of international economic  cooperation.,CHN,2011,development,0
CHN_66_2011.txt.43,CHN_66_2011.txt.43,We strongly oppose protectionism in all  its forms and call for strengthening the multilateral  trading regime.,CHN,2011,development,0
CHN_66_2011.txt.44,CHN_66_2011.txt.44,"The concerns of the least developed  countries should be addressed, and efforts made to  make the Doha Round achieve its development  objectives.",CHN,2011,development,0
CHN_66_2011.txt.45,CHN_66_2011.txt.45,We should lay the political foundation for  cooperative development.,CHN,2011,development,0
CHN_66_2011.txt.46,CHN_66_2011.txt.46,"All countries, big or small,  strong or weak, rich or poor, are equal members of the  international community, and their equal right to  development should be protected.",CHN,2011,development,0
CHN_66_2011.txt.47,CHN_66_2011.txt.47,Mutual respect and  equality are the basic norms governing international  relations and constitute an important guarantee for  common development.,CHN,2011,development,0
CHN_66_2011.txt.48,CHN_66_2011.txt.48,"In the current context, it is of  particular and practical importance to adhere to the  purposes and principles of the Charter of the United  Nations, to uphold the authority and role of the United  Nations, to observe in good faith the principle of  non-interference in each other's internal affairs, and to  promote democracy in international relations.",CHN,2011,security,1
CHN_66_2011.txt.49,CHN_66_2011.txt.49,We should respect the sovereignty and territorial  integrity of all countries.,CHN,2011,security,1
CHN_66_2011.txt.50,CHN_66_2011.txt.50,The internal affairs of each  country should be decided by its own people.,CHN,2011,security,1
CHN_66_2011.txt.51,CHN_66_2011.txt.51,We  oppose interference in other countries' internal affairs  by whatever means and under whatever pretext.,CHN,2011,security,1
CHN_66_2011.txt.52,CHN_66_2011.txt.52,The diversity of the world is a valuable asset for  the development of human society.,CHN,2011,development,0
CHN_66_2011.txt.53,CHN_66_2011.txt.53,"It should be seen as  a positive factor that allows countries to learn from one  another, and should not be used as an excuse for the  big to bully the small or the rich to ride roughshod over  the poor in international relations.",CHN,2011,security,1
CHN_66_2011.txt.54,CHN_66_2011.txt.54,We should respect  the right of each country to pursue the development  path of its choice and we should respect the diversity  of civilizations.,CHN,2011,development,0
CHN_66_2011.txt.55,CHN_66_2011.txt.55,"We should seek common progress by  drawing on one another's strength with an open and  inclusive mind, pursuing common ground while  preserving differences.",CHN,2011,development,1
CHN_66_2011.txt.56,CHN_66_2011.txt.56,We should foster a security environment  conducive to stability and development.,CHN,2011,development,0
CHN_66_2011.txt.57,CHN_66_2011.txt.57,History has  repeatedly shown that stability and development go  hand in hand.,CHN,2011,development,1
CHN_66_2011.txt.58,CHN_66_2011.txt.58,"Without stability, there can be no  development; without development, there can be no  stability.",CHN,2011,development,1
CHN_66_2011.txt.59,CHN_66_2011.txt.59,"In keeping with the purposes and principles of  the United Nations Charter, we should always use  peaceful means to settle international disputes and  hotspot issues.",CHN,2011,security,0
CHN_66_2011.txt.60,CHN_66_2011.txt.60,"We should oppose the wilful use or  threat of force, terrorism, separatism and extremism in  all their forms, and we should uphold the common  security of humankind.",CHN,2011,security,0
CHN_66_2011.txt.61,CHN_66_2011.txt.61,"China respects the independent choice of the  people of the Sudan and South Sudan, and hopes that  the new-born country of South Sudan will enjoy  stability and development.",CHN,2011,security,1
CHN_66_2011.txt.62,CHN_66_2011.txt.62,"The international  community should continue to support and encourage  the Sudan and South Sudan to resolve their outstanding  issues appropriately through dialogue and consultation,  pursue amicable relations and common development,  and uphold regional peace and stability.",CHN,2011,development,1
CHN_66_2011.txt.63,CHN_66_2011.txt.63,China has  encouraged the Sudan and South Sudan to resolve their  dispute through peaceful negotiation and has worked  hard to advance the peace process between them.,CHN,2011,security,0
CHN_66_2011.txt.64,CHN_66_2011.txt.64,We  support the proper settlement of the Darfur issue.,CHN,2011,security,1
CHN_66_2011.txt.65,CHN_66_2011.txt.65,"We  will continue to work with the international community  to play a constructive role in advancing regional peace,  stability and development.",CHN,2011,security,1
CHN_66_2011.txt.66,CHN_66_2011.txt.66,"China has consistently supported the just cause of  establishing an independent Palestinian State, and  supports Palestine's membership in the United Nations.",CHN,2011,security,0
CHN_66_2011.txt.67,CHN_66_2011.txt.67,"We support efforts to achieve a two-State solution  through political negotiation so as to establish, on the  basis of the 1967 borders, an independent Palestinian  State that enjoys full sovereignty, with East Jerusalem  as its capital.",CHN,2011,security,0
CHN_66_2011.txt.68,CHN_66_2011.txt.68,"We believe that progress should be made  in parallel in the peace talks between Syria and Israel  and Lebanon and Israel, with an ultimate view to  achieving a comprehensive, just and lasting peace in  the Middle East along with peaceful coexistence  between the Arab countries and Israel.",CHN,2011,security,0
CHN_66_2011.txt.69,CHN_66_2011.txt.69,We hope that  the international community and the parties concerned  will make unremitting efforts to this end and sustain  the Middle East peace process.,CHN,2011,security,0
CHN_66_2011.txt.70,CHN_66_2011.txt.70,China is greatly concerned about the turbulence  in West Asia and North Africa.,CHN,2011,security,0
CHN_66_2011.txt.71,CHN_66_2011.txt.71,We stand for the  principle of non-interference.,CHN,2011,security,1
CHN_66_2011.txt.72,CHN_66_2011.txt.72,"We respect and support  the efforts of countries in those regions to  independently handle their internal affairs, and we  respect their aspirations.",CHN,2011,security,1
CHN_66_2011.txt.73,CHN_66_2011.txt.73,We hope that the parties  concerned will resolve their differences through  political dialogue and speedily restore stability and  order in their respective countries.,CHN,2011,security,1
CHN_66_2011.txt.74,CHN_66_2011.txt.74,Libya has now entered a critical transition from a  state of war and turmoil to national reconstruction.,CHN,2011,security,0
CHN_66_2011.txt.75,CHN_66_2011.txt.75,China respects the choice of the Libyan people and  recognizes the National Transitional Council (NTC) as      43 11-51384    the governing authority of Libya and the representative  of its people.,CHN,2011,security,0
CHN_66_2011.txt.76,CHN_66_2011.txt.76,"We hope that, under the leadership of the  NTC, the parties in Libya will launch an inclusive  process of political transition through which they will  maintain ethnic harmony and national unity, restore  stability as soon as possible and begin economic  reconstruction.",CHN,2011,security,0
CHN_66_2011.txt.77,CHN_66_2011.txt.77,"China supports the leading role of the  United Nations in Libya's post-conflict reconstruction,  and urges the speediest possible operationalization of  the United Nations Support Mission in Libya.",CHN,2011,security,0
CHN_66_2011.txt.78,CHN_66_2011.txt.78,China is also greatly concerned about  developments in Syria.,CHN,2011,development,0
CHN_66_2011.txt.79,CHN_66_2011.txt.79,"We hope that parties in Syria  will exercise restraint, avoid all violence, further  bloodshed and conflict, and act quickly to ease  tensions.",CHN,2011,security,0
CHN_66_2011.txt.80,CHN_66_2011.txt.80,"We believe that a Syria-led, inclusive political  process aimed at promoting reform through dialogue  and consultation is the right way to resolve the current  crisis in Syria.",CHN,2011,security,0
CHN_66_2011.txt.81,CHN_66_2011.txt.81,"The international community should  respect the sovereignty, independence and territorial  integrity of Syria, and address the Syrian issue  cautiously so as to prevent further turbulence and  repercussions on regional peace.",CHN,2011,security,0
CHN_66_2011.txt.82,CHN_66_2011.txt.82,China welcomes the positive developments on the  Korean peninsula.,CHN,2011,security,1
CHN_66_2011.txt.83,CHN_66_2011.txt.83,We believe that dialogue and  consultation are the only effective way to address the  issues of the peninsula.,CHN,2011,security,1
CHN_66_2011.txt.84,CHN_66_2011.txt.84,The Six-Party Talks are an  effective mechanism for advancing the denuclearization  of the Korean peninsula and for upholding peace and  stability both on the peninsula and in North-East Asia.,CHN,2011,security,0
CHN_66_2011.txt.85,CHN_66_2011.txt.85,"China has worked hard to promote peace through  dialogue, and has played a unique role in easing  tensions and maintaining peace and stability on the  Korean peninsula.",CHN,2011,security,0
CHN_66_2011.txt.86,CHN_66_2011.txt.86,"China welcomes the recent  resumption of dialogue between the Democratic  People's Republic of Korea and the Republic of Korea,  as well as between the Democratic People's Republic  of Korea and the United States.",CHN,2011,security,1
